index,image_link,group_id,entity_name,e
49047,https://m.media-amazon.com/images/I/51UybfYBlhL.jpg,846116,width,5Omm150mm
49048,https://m.media-amazon.com/images/I/51UyepABSEL.jpg,276221,height,11.Scm6cm7cm7.Scm12cm10.ScmQu :(uub ' ^
49049,https://m.media-amazon.com/images/I/51UyjrBvwjL.jpg,362879,width,COKEY CHAIN WEIGHT25GKEY SHELL WEIGHT29G70mmL47mm
49050,https://m.media-amazon.com/images/I/51UyjrBvwjL.jpg,362879,depth,COKEY CHAIN WEIGHT25GKEY SHELL WEIGHT29G70mmL47mm
49051,https://m.media-amazon.com/images/I/51UyzGEBpRL.jpg,599772,width,"3684548)(18.9""cmcm17.7"""
49052,https://m.media-amazon.com/images/I/51UyzGEBpRL.jpg,599772,height,"3684548)(18.9""cmcm17.7"""
49053,https://m.media-amazon.com/images/I/51Uz0q+RgIS.jpg,801829,height,The Cortino CollectionDimensions4 FT. 1.5 IN_2 FT.1IN.2 FT.IN:WEIGHT CAPACITY: 250 LBS.
49054,https://m.media-amazon.com/images/I/51Uz2u9rr2L.jpg,306956,item_weight,/1500W|
49055,https://m.media-amazon.com/images/I/51Uz2u9rr2L.jpg,306956,wattage,/1500W|
49056,https://m.media-amazon.com/images/I/51Uz2u9rr2L.jpg,306956,voltage,/1500W|
49057,https://m.media-amazon.com/images/I/51Uz8xFDUaL.jpg,483370,depth,4024cm
49058,https://m.media-amazon.com/images/I/51Uz8xFDUaL.jpg,483370,height,4024cm
49059,https://m.media-amazon.com/images/I/51Uz8xFDUaL.jpg,483370,width,4024cm
49060,https://m.media-amazon.com/images/I/51UzOdil35L.jpg,861555,depth,12.00cm/4.72in/13.00cm/5.11in
49061,https://m.media-amazon.com/images/I/51UzOdil35L.jpg,861555,height,12.00cm/4.72in/13.00cm/5.11in
49062,https://m.media-amazon.com/images/I/51UzTp8Q5CL.jpg,752266,width,PRODUCT PARAMETERSSOLAR SENSOR WALL LAMP77SMD1Lamp bead: 77*SMDSensor: Human body sensorBattery: Built in rechargeable batteryInduction distance: SmSolar panel: 5.5V1.5wMaterial: ABS plasticsWorking Voltage: 5VWeight: 307g195mm9Omm
49063,https://m.media-amazon.com/images/I/51UzTp8Q5CL.jpg,752266,depth,PRODUCT PARAMETERSSOLAR SENSOR WALL LAMP77SMD1Lamp bead: 77*SMDSensor: Human body sensorBattery: Built in rechargeable batteryInduction distance: SmSolar panel: 5.5V1.5wMaterial: ABS plasticsWorking Voltage: 5VWeight: 307g195mm9Omm
49064,https://m.media-amazon.com/images/I/51Uzb-N-D+L.jpg,120219,height,333Ocm1Icm40cmIcm
49065,https://m.media-amazon.com/images/I/51UzgpIojpL.jpg,433914,height,"8.26""14.7""1.57""13.54""1.2-1.8""1.5"""
49066,https://m.media-amazon.com/images/I/51Uzkn9M0jL.jpg,459271,maximum_weight_recommendation,"750P+ HOME SERIESTelescoping Extension Ladder 8.5ft, Type | 250LbsThe Xtend+Climb"" Home Series 750P+ is @ versatiletelescoping ladder designed with homeowners and do-it-yourselfers in mind. The 750P opens to 8.5 feet, andretracts down to 27 inchesmaking it the most compactof the Home Series telescoping ladders_Features patented True Telescoping TechnologyAirplanealuminum alloy for strengthDouble overmolded feet for durability and tractionAngled Thumb Release to ensure proper hand positionIntegrated carrying handle for easy transportationClean Touch Anodized Finish is easy to cleangrade"
49067,https://m.media-amazon.com/images/I/51Uzwn6kBdL.jpg,844474,width,"Cute pompons and size displayManual measurement is inevitably 1-3cm error, please prevail in kindHeight17.3in 44cmThickness7in 18cmwidth11.8in 3Ocm"
49068,https://m.media-amazon.com/images/I/51UzyEwnR+L.jpg,180726,height,3.Icm4.5cm2.4cm
49069,https://m.media-amazon.com/images/I/51UzyF9ePAL.jpg,826444,depth,14cm/5.5in4203cm/1.2in
49070,https://m.media-amazon.com/images/I/51UzyF9ePAL.jpg,826444,width,14cm/5.5in4203cm/1.2in
49071,https://m.media-amazon.com/images/I/51V+7fW8WnL.jpg,119607,height,"Stainless SteelWoRk Hard SO My DOGCAN HAVE A BETTER LIFELaser cutting833.9"" inch"
49072,https://m.media-amazon.com/images/I/51V+7fW8WnL.jpg,119607,width,"Stainless SteelWoRk Hard SO My DOGCAN HAVE A BETTER LIFELaser cutting833.9"" inch"
49073,https://m.media-amazon.com/images/I/51V+7fW8WnL.jpg,119607,depth,"Stainless SteelWoRk Hard SO My DOGCAN HAVE A BETTER LIFELaser cutting833.9"" inch"
49074,https://m.media-amazon.com/images/I/51V+APTxRiL.jpg,752266,depth,What you see is what yoUAttribute020cmget8
49075,https://m.media-amazon.com/images/I/51V+IBkkPUL.jpg,991868,width,"Product SizeUNIT:INCH38""26"""
49076,https://m.media-amazon.com/images/I/51V+IBkkPUL.jpg,991868,depth,"Product SizeUNIT:INCH38""26"""
49077,https://m.media-amazon.com/images/I/51V+cZ-186L.jpg,745387,height,"5.8""5.836.25.8""19.7""17.7""23.6"""
49078,https://m.media-amazon.com/images/I/51V+dHOauSL.jpg,966823,width,"6'15.2cm12""12""30.5cm30.5cm"
49079,https://m.media-amazon.com/images/I/51V+dQgwZiL.jpg,115666,width,1842
49080,https://m.media-amazon.com/images/I/51V+eXfXaCL.jpg,872083,item_weight,'LOOK!0'TASTEMEALHung664]Iose WeiGH6 KEeP OFF:@0324KraralRichRoyaleNEWGREATSAMECantrolSlimfastORIGINALYurinsChocolate 'TASTEJmrcdamintiVulrep cenent ShaxemixY LOVECNGJEIHTA94LE (br4
49081,https://m.media-amazon.com/images/I/51V+i923ndL.jpg,558832,width,19cm/3.Sin6.3cm/2.Sin
49082,https://m.media-amazon.com/images/I/51V+lI-NQQL.jpg,945489,depth,2.0 inch(0300ml100Z2.4 inch
49083,https://m.media-amazon.com/images/I/51V+lI-NQQL.jpg,945489,width,2.0 inch(0300ml100Z2.4 inch
49084,https://m.media-amazon.com/images/I/51V+lsv4aQS.jpg,947369,depth,4.7 in2.6 in1.4 in
49085,https://m.media-amazon.com/images/I/51V+lsv4aQS.jpg,947369,width,4.7 in2.6 in1.4 in
49086,https://m.media-amazon.com/images/I/51V+vT-02WL.jpg,945489,depth,85834.33 in / 11.0 cm
49087,https://m.media-amazon.com/images/I/51V+veAedXS.jpg,784538,height,"GELPhess;998""0.95Cr20.32 cm118_"
49088,https://m.media-amazon.com/images/I/51V+veAedXS.jpg,784538,width,"GELPhess;998""0.95Cr20.32 cm118_"
49089,https://m.media-amazon.com/images/I/51V-W2eAWHL.jpg,231838,width,12 CM /4.7 INCH12:34Back5005CM / 3.54 INCH
49090,https://m.media-amazon.com/images/I/51V-osWhE2L.jpg,292475,height,27cm27.5cm13cm7cm1Ocm11.2cm
49091,https://m.media-amazon.com/images/I/51V04VWH3AL.jpg,276700,voltage,"SPECIFICATIONS:Motor:I20V AC, 6 AmpStrokes Per Minute:0-3500 (No Load Speed)Stroke Length:Yz-in.Weight:4.4Ibs.SPECIFICATIONS:Moteur120V, c.a. seulement; 6 ACoups par minute0 a 3 500 (vitesse a vide)Course12,7 mm (Vz po)Poids2,0 kg (4.4 Ib)ESPECIFICACIONES:Motor:120V, solo corr; alt , 6 ACarreraspor minuto:0-3 500}de velocidad en vacioLongitud deIa carrera:12,7 mm (Vz pulg )Peso:2,0 kg (4.4 Ib)"
49092,https://m.media-amazon.com/images/I/51V04VWH3AL.jpg,276700,wattage,"SPECIFICATIONS:Motor:I20V AC, 6 AmpStrokes Per Minute:0-3500 (No Load Speed)Stroke Length:Yz-in.Weight:4.4Ibs.SPECIFICATIONS:Moteur120V, c.a. seulement; 6 ACoups par minute0 a 3 500 (vitesse a vide)Course12,7 mm (Vz po)Poids2,0 kg (4.4 Ib)ESPECIFICACIONES:Motor:120V, solo corr; alt , 6 ACarreraspor minuto:0-3 500}de velocidad en vacioLongitud deIa carrera:12,7 mm (Vz pulg )Peso:2,0 kg (4.4 Ib)"
49093,https://m.media-amazon.com/images/I/51V0BzTmWDL.jpg,311997,height,"7892060cm(23.6""cm(7.9"""
49094,https://m.media-amazon.com/images/I/51V0Ha2buhL.jpg,470067,depth,3cm34.3cm02pcsx4.Scm2pcsx6Ocm510.Scm
49095,https://m.media-amazon.com/images/I/51V0Ha2buhL.jpg,470067,width,3cm34.3cm02pcsx4.Scm2pcsx6Ocm510.Scm
49096,https://m.media-amazon.com/images/I/51V0IjG+eDL.jpg,396159,depth,"7Ocml 27.6""140cml 55.1"""
49097,https://m.media-amazon.com/images/I/51V0ofNA1rL.jpg,453674,height,SIZE4 inch3.5 inch3.3 inch
49098,https://m.media-amazon.com/images/I/51V0ofNA1rL.jpg,453674,width,SIZE4 inch3.5 inch3.3 inch
49099,https://m.media-amazon.com/images/I/51V0yCD5TQL.jpg,866516,depth,4.65in/4.2cm0.94in/2.4cm
49100,https://m.media-amazon.com/images/I/51V0yCD5TQL.jpg,866516,width,4.65in/4.2cm0.94in/2.4cm
49101,https://m.media-amazon.com/images/I/51V1+ibCiTL.jpg,945489,height,CAPACITY: 38ML10Omm(3.98inch)17mm(0.67inch)58mm(2.28inch)
49102,https://m.media-amazon.com/images/I/51V1Ek2Co+L.jpg,347404,height,THESUBTLE ARTHOMEDECOR15 cm/5.9 inches10 cml3.9 inches5.5 cml2.1inches
49103,https://m.media-amazon.com/images/I/51V1Ek2Co+L.jpg,347404,width,THESUBTLE ARTHOMEDECOR15 cm/5.9 inches10 cml3.9 inches5.5 cml2.1inches
49104,https://m.media-amazon.com/images/I/51V1KYyEvSL.jpg,254449,item_weight,"WF300urbanplatter""CALCIUMLACTATEPOWDEROastronomyJuortkatMOLEGuLarcottAeencertricntlont10 58Gmms"
49105,https://m.media-amazon.com/images/I/51V1LPRXAWL.jpg,131797,height,1.4 inch0.7 inchLi0VOLCCNDJETFLIXerdeehulu
49106,https://m.media-amazon.com/images/I/51V1LPRXAWL.jpg,131797,width,1.4 inch0.7 inchLi0VOLCCNDJETFLIXerdeehulu
49107,https://m.media-amazon.com/images/I/51V1UZldNkL.jpg,178958,width,140cma5.Tin30cm(11.8in)
49108,https://m.media-amazon.com/images/I/51V1XpRNj3L.jpg,507467,voltage,500 LUMENS HIGH BRIGHTNESSWhite Light Modes:High/Low/Strobe/Higher
49109,https://m.media-amazon.com/images/I/51V1ozpE5LL.jpg,776058,height,Mitabnehmbarem StielInduktionInnenrand30 cmHohe10 cmHerdplatte18 cmGundelPfannen
49110,https://m.media-amazon.com/images/I/51V1ulHkeBL.jpg,442321,height,"14""59""16""5/8""5/8""_33.5""-47.25""27.875"""
49111,https://m.media-amazon.com/images/I/51V1ulHkeBL.jpg,442321,width,"14""59""16""5/8""5/8""_33.5""-47.25""27.875"""
49112,https://m.media-amazon.com/images/I/51V1wLNXHeL.jpg,752266,height,440 mm420 mm175 mm
49113,https://m.media-amazon.com/images/I/51V1wLNXHeL.jpg,752266,depth,440 mm420 mm175 mm
49114,https://m.media-amazon.com/images/I/51V20bYYs7L.jpg,184557,depth,"Ravensburger Z Puzzle171000837,5cm26 inchcaPREMIUMPUZZLE1SOFTCLICK6TECHNOLOGYcca.98 cm39 inch"
49115,https://m.media-amazon.com/images/I/51V2NwsadVL.jpg,430434,height,22mm56mm109mm
49116,https://m.media-amazon.com/images/I/51V2gzBwMfL.jpg,470067,height,"E9,5 cm8Andgwl""15 cm33 cm"
49117,https://m.media-amazon.com/images/I/51V2gzBwMfL.jpg,470067,width,"E9,5 cm8Andgwl""15 cm33 cm"
49118,https://m.media-amazon.com/images/I/51V31Kbue3L.jpg,130202,height,"14"" x11""GRAPHIC SIGN11""17*"
49119,https://m.media-amazon.com/images/I/51V3GcguNqL.jpg,180410,width,PRODUCT SIZE9cm/3.54in11cm/4.33in
49120,https://m.media-amazon.com/images/I/51V3GcguNqL.jpg,180410,depth,PRODUCT SIZE9cm/3.54in11cm/4.33in
49121,https://m.media-amazon.com/images/I/51V3gga8cpL.jpg,941694,item_volume,'MMudSOURCE OF Pootelh . VVETERAN OwNEDBLACK RIFLE'COFFEE COMPANY-ESPRESSOESPRESSO]WITH CREAMWIth CREAHOUR ESPRESSO WITH CREAMFEATURES SMOOTH COLOMBIANCOFFEE ACCENTED BY AWELL-DESERVED SPLASH OFDECADENT SWEET CREAM200 MG CAFFEINEIIFL02[32581]
49122,https://m.media-amazon.com/images/I/51V3i3ZFcIS.jpg,106003,height,13cm/5.11in10cm/3.93in
49123,https://m.media-amazon.com/images/I/51V3i3ZFcIS.jpg,106003,depth,13cm/5.11in10cm/3.93in
49124,https://m.media-amazon.com/images/I/51V3i5Xdn0L.jpg,708102,depth,"0.791.97""Unit : Inch"
49125,https://m.media-amazon.com/images/I/51V3i5Xdn0L.jpg,708102,width,"0.791.97""Unit : Inch"
