index,image_link,group_id,entity_name,e
19223,https://m.media-amazon.com/images/I/51+PxwWJgAL.jpg,478357,width,160 cm85 cmE
19224,https://m.media-amazon.com/images/I/51+QBCwW36L.jpg,308671,depth,"FULL SIZELe-LONG HANDLE; SH- SHORT HANDLE; H- HARROWBAT SIZELBSHBATwidth(cm}BAT LENGTH(cm88868280787672686460Approx AGE(Years) 15+15+12-1410-118 - 97 - 86 - 75 - 64 -55'9""5'6""5'2""4'11""4'9""4'6""4'3""3'9""PLAYERHEIGHT(feet)6'2""5'9""5'6""5""274'114'9""4'6""4'3"
19225,https://m.media-amazon.com/images/I/51+QBCwW36L.jpg,308671,height,"FULL SIZELe-LONG HANDLE; SH- SHORT HANDLE; H- HARROWBAT SIZELBSHBATwidth(cm}BAT LENGTH(cm88868280787672686460Approx AGE(Years) 15+15+12-1410-118 - 97 - 86 - 75 - 64 -55'9""5'6""5'2""4'11""4'9""4'6""4'3""3'9""PLAYERHEIGHT(feet)6'2""5'9""5'6""5""274'114'9""4'6""4'3"
19226,https://m.media-amazon.com/images/I/51+QBVWFLWL.jpg,507467,voltage,SOOOLM800WMULTIFUNCTIONAL Outdoor SPOTLIGHTWaverproorGEARADJUSIABLEReCHARGABLEpotch
19227,https://m.media-amazon.com/images/I/51+QKrnwxeL.jpg,292475,width,2.3 in / 6 cm4.3 in / 11 cm
19228,https://m.media-amazon.com/images/I/51+QKrnwxeL.jpg,292475,depth,2.3 in / 6 cm4.3 in / 11 cm
19229,https://m.media-amazon.com/images/I/51+QZRS3rxL.jpg,208023,depth,"SizeOuter frame sizePhoto size7""I6x21cm13XIScm10""23X28 cm20 X25cm"
19230,https://m.media-amazon.com/images/I/51+Qjlj9LZL.jpg,558806,width,8
19231,https://m.media-amazon.com/images/I/51+Qjlj9LZL.jpg,558806,height,8
19232,https://m.media-amazon.com/images/I/51+Qjlj9LZL.jpg,558806,depth,8
19233,https://m.media-amazon.com/images/I/51+QmfbnQxL.jpg,296366,item_weight,42 cm / 16.5 in35Power: 18WVPM: 18VMax Current: 1A
19234,https://m.media-amazon.com/images/I/51+R1E2y9yL.jpg,171418,height,"Prodluct ParclmetersBrandName ;StarAndDaisyBath ChairMaterial :Applicable8Safety PP + TPE0-3 YearsColorBlue; Red, Orange; Pink(The data is purely manual measurement; for reference only; please refer to the actual product)27 CM60 CM30 CMBabyAge"
19235,https://m.media-amazon.com/images/I/51+R1gbrmOL.jpg,347404,height,1.9in/4.8cm2.5in/6.3cm
19236,https://m.media-amazon.com/images/I/51+R4WAMffL.jpg,412008,width,"107 cm69,8 cm50,3 cm120 cm"
19237,https://m.media-amazon.com/images/I/51+R7lYANKL.jpg,489118,item_weight,"SEA SALTVINeGARSea SaLTbacKYARD BarbeQueoNutrition Facts]Nutrition Facts]Nutrition Factsservings per containeservings per container6 servings per containerBag (28g/Servlng SizeBag (28alsenving SizeBag [2E]]Amount pet LcrvindCalories140]Calories150Calories140Dally Valyo""Dzh Valle7 Dally Vnlon =Fat )Total Fat 97Total Fat 8gSaluntodSalunedFi 10SaluratecTrns Fat 03Jer Fat 09TetalePolyure Itualed Fal 19FokusalurledFi; IqPoluns aurled Faian Sunsaluratedhl 70Morounse Urated -at /0LoccngeutaledFat 62Cholesterol CaChologterol UmgCholesteroSodlunldumoSodium T10n7SodlumcnrponvotTotal carbohydrtoTotalcarb onydrateDatan FicerDelaryDolary Fiber 2qSunur;TcnlSunursInc -idesFCCMSREIncludesAdded SugarsIncudes Ig ncced 5lgarsOrorinProtelnProlein 20Omcg DouCalaumUMcov7Cacilm Ong 0%6Omco 0yuCacin OMq 04""Potas310mg 6%,Iron 0.Amg 250Polas330712 896Iron O5m3 290Potas. 320mg 690Ma"" Ci TJcatrRblw_Ennaum MujeUDanreaniTemnm [o OTCANADZobaWetamondennnenendt mcr@d LoApdn(umjrn eALtToanalidSeriyaFal Iq@ml129n9ISuenong042"
19238,https://m.media-amazon.com/images/I/51+RHCNJI7L.jpg,162326,item_weight,"Item Weight4.6 PoundsItem FormSprayInm {t_tanet""2EWOut ol AtachOIcRWGRNING AVISQActive IngredientsHerbicideCoverageAnnualDimension_"
19239,https://m.media-amazon.com/images/I/51+RIkUPdsL.jpg,276700,voltage,Innk11Tnakita
19240,https://m.media-amazon.com/images/I/51+RIkUPdsL.jpg,276700,wattage,Innk11Tnakita
19241,https://m.media-amazon.com/images/I/51+ROLfyAgL.jpg,403664,width,3.3in/86mt14.3inI1Omm
19242,https://m.media-amazon.com/images/I/51+ROLfyAgL.jpg,403664,height,3.3in/86mt14.3inI1Omm
19243,https://m.media-amazon.com/images/I/51+RPgM36jL.jpg,106003,height,5.5*5.1in
19244,https://m.media-amazon.com/images/I/51+RQZ1MSEL.jpg,483370,height,"R2.75""32.75"""
19245,https://m.media-amazon.com/images/I/51+RQZ1MSEL.jpg,483370,depth,"R2.75""32.75"""
19246,https://m.media-amazon.com/images/I/51+ReDuOiYL.jpg,434825,width,65mm20mm100mm
19247,https://m.media-amazon.com/images/I/51+ReDuOiYL.jpg,434825,depth,65mm20mm100mm
19248,https://m.media-amazon.com/images/I/51+RkZECKEL.jpg,881883,depth,HOW TO MEASURE104inch52inch52inchBracket63inchEach package includes 2 printed curtain panels
19249,https://m.media-amazon.com/images/I/51+RkZECKEL.jpg,881883,width,HOW TO MEASURE104inch52inch52inchBracket63inchEach package includes 2 printed curtain panels
19250,https://m.media-amazon.com/images/I/51+Rvpn+WFL.jpg,866516,height,30cm8cm
19251,https://m.media-amazon.com/images/I/51+Rvpn+WFL.jpg,866516,depth,30cm8cm
