index,image_link,group_id,entity_name,e
85669,https://m.media-amazon.com/images/I/612y8xBDhjL.jpg,237000,depth,Sizedetails1PCS57cm22.4in48cm/18.9in
85670,https://m.media-amazon.com/images/I/612y8xBDhjL.jpg,237000,width,Sizedetails1PCS57cm22.4in48cm/18.9in
85671,https://m.media-amazon.com/images/I/612y9vq1H0L.jpg,847223,width,1.7inl7.Zin7.Zin
85672,https://m.media-amazon.com/images/I/612yBjkxxxL.jpg,210293,width,2.44 in4.13 in1.96 in
85673,https://m.media-amazon.com/images/I/612yMnNRMNL.jpg,478357,height,"18.74""15.63""23.82""3.35""4512.24""14.17"""
85674,https://m.media-amazon.com/images/I/612yXBwZUDL.jpg,276611,height,"50kg6555'4332""40 cm16.9 cm35 cm50 cm57.5 cm38.2 cm38.2 cm12 cm140 cm"
85675,https://m.media-amazon.com/images/I/612yadQxBRL.jpg,558806,depth,Environmentally friendly PVC material;{3;;;
85676,https://m.media-amazon.com/images/I/612yadQxBRL.jpg,558806,width,Environmentally friendly PVC material;{3;;;
85677,https://m.media-amazon.com/images/I/612yairwZ2L.jpg,752266,height,110mm/cUSA+22W5500kStandardEnergy600mm/23.62in30mm/1.-4.33in18in'8Omm/3.15in
85678,https://m.media-amazon.com/images/I/612ycQtBoDL.jpg,844474,height,Simple VersiorUpgraded VersionExpanded VersionRegular Version:S:32*20*42cm/31*17*42cm]31*17*42cm]12.60*7.87*16.54inch12.20*6.69*16.54inchSize12.20*6.69*16.54inchL:33*20*47cm]Expanded Version:12.99*7.87*18.S0inch32*22*47cm]12.60*8.66*18.50inchIndependentShoe CompartmentSeparate LaptopXCompartment PocketBreathable SpongeBack Pad
85679,https://m.media-amazon.com/images/I/612yfd+H2VL.jpg,115666,width,"20""16""44"""
85680,https://m.media-amazon.com/images/I/612yfd+H2VL.jpg,115666,height,"20""16""44"""
85681,https://m.media-amazon.com/images/I/612yiDQGuYL.jpg,311997,height,174cmi6Ocm3Ocm
85682,https://m.media-amazon.com/images/I/612yiWHkJ-L.jpg,931856,width,9Ocm8.5cm9.7cm
85683,https://m.media-amazon.com/images/I/612yj4yw+TL.jpg,969033,height,60cm(23.62inch)47cm(18.50inch)17cm(6.69inch)
85684,https://m.media-amazon.com/images/I/612yuOa8pgL.jpg,658892,width,"15.5"" H.75"" D1"" W"
85685,https://m.media-amazon.com/images/I/612ywtfttxS.jpg,963595,width,N9S8
85686,https://m.media-amazon.com/images/I/612yx7FCe7L.jpg,558832,height,SIZEDISPLAY318CM7CM
85687,https://m.media-amazon.com/images/I/612yx7FCe7L.jpg,558832,width,SIZEDISPLAY318CM7CM
85688,https://m.media-amazon.com/images/I/612yyO4uOwL.jpg,430434,width,Size Information1.8cm9.5cm8.Ocm3 PCS Cigarette Boxes with Different Styles
85689,https://m.media-amazon.com/images/I/612z2xlwHRL.jpg,382782,height,H32OM graphic tabletcomes with OTG adapterWindows 7 or later;macOS 10.12 or laterPSAlLRSAICLIPGIMPStudioPainterKritaWorking Area for PC: 228.6 X 142.9mmAndroid 6.0 or laterMedibangibisPaintSketchPen UpbookPhotoshopPainterProcreateSketchWorking Area for Android:142.9 xX 89.3mm
85690,https://m.media-amazon.com/images/I/612zAb7AjIL.jpg,351134,height,DIMENSIONS0.5ommTHICK3.8IN6.4IN4.8IN
85691,https://m.media-amazon.com/images/I/612zC8roq9S.jpg,208023,depth,9x12inRPIC22.9x30.5cmmat 6x8inWWT. jcfiame COm)15.2x20.3cm
85692,https://m.media-amazon.com/images/I/612zEtvDdEL.jpg,530124,height,"4SrneienSenetemSeneiemSenetemS 11""8.6""333XXL11.8""815.7""15.7"""
85693,https://m.media-amazon.com/images/I/612zG0MUldL.jpg,881883,depth,HOWTOMEASUREwidthWidthS2inches45 inches54 inches63 inches0Length72 inches84 inches90 inches96 inches108 inchesFloor
85694,https://m.media-amazon.com/images/I/612zG0MUldL.jpg,881883,width,HOWTOMEASUREwidthWidthS2inches45 inches54 inches63 inches0Length72 inches84 inches90 inches96 inches108 inchesFloor
85695,https://m.media-amazon.com/images/I/612zG0MUldL.jpg,881883,height,HOWTOMEASUREwidthWidthS2inches45 inches54 inches63 inches0Length72 inches84 inches90 inches96 inches108 inchesFloor
85696,https://m.media-amazon.com/images/I/612zJ+NRR8L.jpg,464488,height,160mm1
85697,https://m.media-amazon.com/images/I/612zJ+NRR8L.jpg,464488,depth,160mm1
85698,https://m.media-amazon.com/images/I/612zNWVY9jL.jpg,149159,depth,Ma BePerfekter Korb fur SiBes oder Saures.8826 cm
85699,https://m.media-amazon.com/images/I/612zNWVY9jL.jpg,149159,height,Ma BePerfekter Korb fur SiBes oder Saures.8826 cm
85700,https://m.media-amazon.com/images/I/612zUlf0ehL.jpg,724384,width,10.8cmDEN ABRAMS(ouvutnukgiaId Ruvelr09DAII 0i Birimdabrauisodounr(ouThoni Ooo Ooo Ooo7cmBacksideFront
85701,https://m.media-amazon.com/images/I/612zUlf0ehL.jpg,724384,depth,10.8cmDEN ABRAMS(ouvutnukgiaId Ruvelr09DAII 0i Birimdabrauisodounr(ouThoni Ooo Ooo Ooo7cmBacksideFront
85702,https://m.media-amazon.com/images/I/612zVOBAdOS.jpg,658003,width,"Product SizeFirst Layer16cm/6.3""8.3cm/3.2""12cm/4.7""Second Layer28cm/11""3 0cmZ2378cm/3.1""7.5cm/3.0""Third Layer40cm/15.7""6.Ocm/2.3""4cm/5.5""4.5cm/1,8"""
85703,https://m.media-amazon.com/images/I/612zbuG5PVL.jpg,886874,width,4mRotatable
85704,https://m.media-amazon.com/images/I/612zbuG5PVL.jpg,886874,depth,4mRotatable
85705,https://m.media-amazon.com/images/I/612zbuG5PVL.jpg,886874,height,4mRotatable
