index,image_link,group_id,entity_name,e
79669,https://m.media-amazon.com/images/I/61-SnqYq-jL.jpg,802198,height,313.7in1.45in3lo.31inlinRnnimTWrsoo]FOOSBALL WINNERJ
79670,https://m.media-amazon.com/images/I/61-SoSyxLZL.jpg,276221,height,160mm / 6.30in136mm / 5.35in136mm / 5.35in3
79671,https://m.media-amazon.com/images/I/61-Sr0jKpZL.jpg,126471,width,BreathableCot (full Stretch)70 cm X 140 cmLakhmaaliSuptemo QualityPromised
79672,https://m.media-amazon.com/images/I/61-Sr0jKpZL.jpg,126471,depth,BreathableCot (full Stretch)70 cm X 140 cmLakhmaaliSuptemo QualityPromised
79673,https://m.media-amazon.com/images/I/61-Sr0jKpZL.jpg,126471,height,BreathableCot (full Stretch)70 cm X 140 cmLakhmaaliSuptemo QualityPromised
79674,https://m.media-amazon.com/images/I/61-SxMQdLUL.jpg,558806,depth,SIZE10.4cm/4.Tin10cm/3.9inYicraea9. 8cm69 .8cm
79675,https://m.media-amazon.com/images/I/61-SxMQdLUL.jpg,558806,width,SIZE10.4cm/4.Tin10cm/3.9inYicraea9. 8cm69 .8cm
79676,https://m.media-amazon.com/images/I/61-SyfgFMyL.jpg,373285,item_volume,"NUTRITION LABELFRUIT PUNCHNutrition FactsServing Per ContainerSenving sizesulmi(16.9 FLoz)mdungobi enanaCalories130#Daily Vale""[otal Fal OgSaturatadFat unTrans FatlCholestctol OnpSociun 30mg_Total Carhnhudrate1XaDictary Fibes 0]Ltal Suqan 282Prottitdety Sugars 26150728OmciCalcium 2AmpPotatsium1153inVanlin C 116u6130%6Phospharusfruit punchMages um4516Zinc OmgChclntidaBYDERASET7a MeeLmaoammrtniu85 Idagide Luu16.9FL 0Z 5olml~unaldPacked with magnesium; sodium, calciumphosphorous, and potassiumVianiOm1650792099 CmaAnu"
79677,https://m.media-amazon.com/images/I/61-T1twVGZL.jpg,235693,height,22 FRETSCONTROL YOUR TONE3-WAY PICK-UP SELECTORTUNE-O-MATIC BRIDGESIZE: 102 X 33 X IOCMmaxMusic
79678,https://m.media-amazon.com/images/I/61-T3KOce8L.jpg,594224,height,5_9in15cm75Wei ght:0. 74k91cm5in/14_3in/18.5cm
79679,https://m.media-amazon.com/images/I/61-T50kUbML.jpg,172842,width,1238.7invremi15.5in
79680,https://m.media-amazon.com/images/I/61-T50kUbML.jpg,172842,depth,1238.7invremi15.5in
79681,https://m.media-amazon.com/images/I/61-T5ByiLEL.jpg,865020,height,"SUPJOYES CHARCOAL KETTLEGRILL COVERFits most 18inch Charcoal Kettle GrillsGUPJOYESH:35""D:20.5'W: 23"""
79682,https://m.media-amazon.com/images/I/61-T6CXT3fL.jpg,237000,height,42 In25 In40InIn 36
79683,https://m.media-amazon.com/images/I/61-T9EXKfyL.jpg,978900,depth,Aomessungca. 32 cm
79684,https://m.media-amazon.com/images/I/61-T9EXKfyL.jpg,978900,width,Aomessungca. 32 cm
79685,https://m.media-amazon.com/images/I/61-T9EXKfyL.jpg,978900,height,Aomessungca. 32 cm
79686,https://m.media-amazon.com/images/I/61-TElQB5OL.jpg,823083,depth,55.5 in
