index,image_link,group_id,entity_name,e
87271,https://m.media-amazon.com/images/I/613wzcFrelL.jpg,529606,depth,Diameter: 6cm / 2.4in Height: 4cm / 1.6in
87272,https://m.media-amazon.com/images/I/613x-VVSOXL.jpg,470067,height,DIMENSION DISPLAY55mm55mm1Smm14mm20mm1
87273,https://m.media-amazon.com/images/I/613x7BuvbYL.jpg,594224,width,50S~214in _2cm13.7cm8.35in
87274,https://m.media-amazon.com/images/I/613xBfoBxdL.jpg,276611,height,"Single Door35.9""x 6.69"" x 27.6""7.08""5.11""45.5""27.6""Top open shelf inside fitfor small toilet paper size0 5.9""x4.9""H10.23""6.69""5.9""6.1""-JJjj"
87275,https://m.media-amazon.com/images/I/613xLOGsKNS.jpg,478357,width,"Height: 24.5""Width: 22.75""Depth: 16.25""Weight: 48lbs22.75""24.5""16.25""Copyright Ashley Furniture Industries"
87276,https://m.media-amazon.com/images/I/613xNJra3hL.jpg,810266,height,"6PCS WHEAT STRAW CUPS SET120z4.2""100zNormal capacity120zMaximun capacity"
87277,https://m.media-amazon.com/images/I/613xNJra3hL.jpg,810266,depth,"6PCS WHEAT STRAW CUPS SET120z4.2""100zNormal capacity120zMaximun capacity"
87278,https://m.media-amazon.com/images/I/613xNJra3hL.jpg,810266,width,"6PCS WHEAT STRAW CUPS SET120z4.2""100zNormal capacity120zMaximun capacity"
87279,https://m.media-amazon.com/images/I/613xNiyEbrL.jpg,126471,width,"63""82""15"""
87280,https://m.media-amazon.com/images/I/613xOAF0pDL.jpg,594224,width,3(2.T1(21.Icm)[6cm).OZinch5inch8.31
87281,https://m.media-amazon.com/images/I/613xRseLjwL.jpg,178778,height,8FS4OFM8in /11oROSENOcm9.8215.525cm6.09
87282,https://m.media-amazon.com/images/I/613xSDARMqL.jpg,648011,width,Product Parameters9MM/O.35'Voltage<4.5-6VDC>Current<10OmA1Warranty<12Moms LANY L1Bottom:Side:E
87283,https://m.media-amazon.com/images/I/613xSDARMqL.jpg,648011,depth,Product Parameters9MM/O.35'Voltage<4.5-6VDC>Current<10OmA1Warranty<12Moms LANY L1Bottom:Side:E
87284,https://m.media-amazon.com/images/I/613xSDARMqL.jpg,648011,height,Product Parameters9MM/O.35'Voltage<4.5-6VDC>Current<10OmA1Warranty<12Moms LANY L1Bottom:Side:E
87285,https://m.media-amazon.com/images/I/613xTQOyv9L.jpg,724384,height,[L7.4cm/2 9inch11.3cm/4.4SinchFrontBackLeather lanyard+metal extendable buckle44.5cm/17.SSinch
87286,https://m.media-amazon.com/images/I/613xTsqW4XL.jpg,311997,height,"Metal Mesh Shelf10.5""Ha10.5""JJYAdjustable FeetAMAMEuuIltaLnlaETLN IOU LYLWCem50.5""10.5""Strong Metal Frame10.5""Holes for Adjusting Heights14.7""12.4"""
87287,https://m.media-amazon.com/images/I/613xV+TXd2L.jpg,437623,height,Product Size1PCS30PCSCHECKERBOARDBOOKsweetcool8cm/3.14in11119cm/7.48in15.5cm/6.10inSuitable for storing photos of 3 inches or fewer
87288,https://m.media-amazon.com/images/I/613xVb3TfoL.jpg,178778,height,8828008811.81inl30.C2cm3
87289,https://m.media-amazon.com/images/I/613xVg3h7zL.jpg,558832,depth,"2.75inch0W378~ 2.35inch3.O6inchiPhone 11 Pro Max1, Check the size carefully before placing order2, Manual Measurement,Error rate 0.1-0.2 inchl3, The inner size is workable sizel"
87290,https://m.media-amazon.com/images/I/613xVg3h7zL.jpg,558832,height,"2.75inch0W378~ 2.35inch3.O6inchiPhone 11 Pro Max1, Check the size carefully before placing order2, Manual Measurement,Error rate 0.1-0.2 inchl3, The inner size is workable sizel"
87291,https://m.media-amazon.com/images/I/613xgvrYFVL.jpg,524117,depth,1]6151Linch6.1mm11555[
87292,https://m.media-amazon.com/images/I/613xy06sidL.jpg,907907,item_weight,WEIGHT[540g/pr(1902)3.9inch(99mm)MNNQLE3_4inch_(87mm) `
87293,https://m.media-amazon.com/images/I/613y+TEJVsL.jpg,208023,depth,"12.ScmQHouphoto frame""brighten up your space3ooDe Jies ;onictoc""TonnTicmpetut17.Scm6 x 4""KJs , Idcm2cm"
87294,https://m.media-amazon.com/images/I/613y+TEJVsL.jpg,208023,width,"12.ScmQHouphoto frame""brighten up your space3ooDe Jies ;onictoc""TonnTicmpetut17.Scm6 x 4""KJs , Idcm2cm"
87295,https://m.media-amazon.com/images/I/613y550dANL.jpg,241608,width,II13.4I16.3With Black CeramicUp DrainII5.5DaimPop
87296,https://m.media-amazon.com/images/I/613y550dANL.jpg,241608,depth,II13.4I16.3With Black CeramicUp DrainII5.5DaimPop
87297,https://m.media-amazon.com/images/I/613y6SL4Y6L.jpg,366962,height,"Paper""AccentsCardstock Rainbow Pack2509Mellow HuesIb Smooth25 each of 10 colorsAcid FreeMade in the USA658"" x 8""ADP88.112240512""27076'wwWpa-dist comNA"""
87298,https://m.media-amazon.com/images/I/613y6SL4Y6L.jpg,366962,width,"Paper""AccentsCardstock Rainbow Pack2509Mellow HuesIb Smooth25 each of 10 colorsAcid FreeMade in the USA658"" x 8""ADP88.112240512""27076'wwWpa-dist comNA"""
87299,https://m.media-amazon.com/images/I/613yAHtGX-L.jpg,801829,height,"42.7""18.7""25"""
87300,https://m.media-amazon.com/images/I/613yDTpO16L.jpg,784538,depth,1A5 inch6FrontBack.linchIt
87301,https://m.media-amazon.com/images/I/613yDTpO16L.jpg,784538,width,1A5 inch6FrontBack.linchIt
87302,https://m.media-amazon.com/images/I/613yH3JvyOS.jpg,238051,depth,"Easy to install and use. Comes a set of 2 pieces,so it is very practical and economical:J2Ocm / 8in=CIMax Extension Length.39.5cm / 15.55in"
87303,https://m.media-amazon.com/images/I/613yMEusYWL.jpg,478357,height,"SIZE:INCH26.2""15""26.5""21.2""6""[[3""11.2""14.7""23"""
87304,https://m.media-amazon.com/images/I/613ySG8IaBL.jpg,119607,width,1No Candy925.1CM/9.88IN2.5CM/0.98IN
87305,https://m.media-amazon.com/images/I/613ySIAVVyL.jpg,916768,width,7cm/2.Zin1Ocm17cm15.5cm3.9in6.7in6.Tin8cm/3.Tin4cm1.6in17.8cm/Tin
87306,https://m.media-amazon.com/images/I/613ySIAVVyL.jpg,916768,height,7cm/2.Zin1Ocm17cm15.5cm3.9in6.7in6.Tin8cm/3.Tin4cm1.6in17.8cm/Tin
87307,https://m.media-amazon.com/images/I/613yULblrPL.jpg,675317,height,133mm 5.23inch32mm 1.25inch21mm27mm0.82inch1.O6inch96mm 3.77inchOmm167mm 6.59inch21mm0.82inchL128mm 5.03inchScrews included in the product233mm 9.1Zinch21mm0.82inch192mm 7.55inch
87308,https://m.media-amazon.com/images/I/613yVPT0TSL.jpg,746096,width,"35.965""inchesHatt14.8 inches57.2 inches"
87309,https://m.media-amazon.com/images/I/613yW2GZ1EL.jpg,428871,item_weight,Ball cap height: 123cmBag weight: 4.35kgSite diameter: 6cmPutting rod hole: 5 gridsBag width: 34cmBall wheel diameter: 1Ocm1I10.L134in/34cm2in/26cm
87310,https://m.media-amazon.com/images/I/613yWt3RkCL.jpg,204245,height,"60.5""51""43.5""67,5"""
87311,https://m.media-amazon.com/images/I/613yX0FBzyL.jpg,695925,width,035MM250MM10Pcs
87312,https://m.media-amazon.com/images/I/613ybXuweKL.jpg,436746,width,"11""16"""
87313,https://m.media-amazon.com/images/I/613ybXuweKL.jpg,436746,depth,"11""16"""
87314,https://m.media-amazon.com/images/I/613ybvQcP7L.jpg,844474,height,"LIGHTWEIGHTCUTE MINI BACPACKDetachable & Adjustable ShoulderStrap: 54-94 cm / 21-37in24.5cm,9.65inA519cm/7.48in10.5cm4.13in"
87315,https://m.media-amazon.com/images/I/613ygtTSBnL.jpg,866950,item_weight,PRESSURE160 PSLeTn
87316,https://m.media-amazon.com/images/I/613ykCTvacL.jpg,648011,depth,1.46 inch37mm8wE275.31 inch135mm3000KCOLOROIOOSEOr640LUMEN
87317,https://m.media-amazon.com/images/I/613ykCTvacL.jpg,648011,width,1.46 inch37mm8wE275.31 inch135mm3000KCOLOROIOOSEOr640LUMEN
87318,https://m.media-amazon.com/images/I/613ykGIffQL.jpg,860821,height,"HoneywellCARMEL48"" CEILING FAN2 Position Dual MountHoneywell _5 Reversible BladesLED Integrated GlobeBronze Finish3 Speed Universal Remote ControlLED(2) E26A15bulbs included"
87319,https://m.media-amazon.com/images/I/613ykGIffQL.jpg,860821,depth,"HoneywellCARMEL48"" CEILING FAN2 Position Dual MountHoneywell _5 Reversible BladesLED Integrated GlobeBronze Finish3 Speed Universal Remote ControlLED(2) E26A15bulbs included"
87320,https://m.media-amazon.com/images/I/613ykGIffQL.jpg,860821,width,"HoneywellCARMEL48"" CEILING FAN2 Position Dual MountHoneywell _5 Reversible BladesLED Integrated GlobeBronze Finish3 Speed Universal Remote ControlLED(2) E26A15bulbs included"
87321,https://m.media-amazon.com/images/I/613yksupPzL.jpg,667819,height,63X40mmMide scatsquare491[635258oxsOmmWide scat square2006800907100x63mmWide seatsquare20051000069125x8OmmWide seat square19041250761
87322,https://m.media-amazon.com/images/I/613yoTVZ+7L.jpg,849273,height,"DETAIL PARAMETER4SPECIFICATION21cm8.3""Style:Pencil CaseMaterial:NylonWeight:0.1kgSize:21.SCM*1OCM*4.5CMMultiple internal pocketsSize Description: Due to different measurementFeature:and elastic slotsmethods, it is reasonable for 0.5-1Cm tolerance04Scm/1,81Ocm/3."
87323,https://m.media-amazon.com/images/I/613z+9xOa2L.jpg,978900,height,7.62cm22.86cm22.86cm
87324,https://m.media-amazon.com/images/I/613z4F3EihL.jpg,783898,depth,22cm/8.5in88835
87325,https://m.media-amazon.com/images/I/613z4F3EihL.jpg,783898,height,22cm/8.5in88835
87326,https://m.media-amazon.com/images/I/613z4F3EihL.jpg,783898,width,22cm/8.5in88835
87327,https://m.media-amazon.com/images/I/613z5KHHdYL.jpg,866516,width,UAPAN6 Inch8 Inch6 Inch
87328,https://m.media-amazon.com/images/I/613z6DYXAIL.jpg,849273,depth,7 inch4.1 inch
87329,https://m.media-amazon.com/images/I/613z6DYXAIL.jpg,849273,height,7 inch4.1 inch
87330,https://m.media-amazon.com/images/I/613z6DYXAIL.jpg,849273,width,7 inch4.1 inch
87331,https://m.media-amazon.com/images/I/613zAXAOUwL.jpg,478357,depth,"ASSEMBLEDPRODUCTDIMENSIONSTo allow space for ample walking space28""7OCM16""4OCM"
87332,https://m.media-amazon.com/images/I/613zAXAOUwL.jpg,478357,height,"ASSEMBLEDPRODUCTDIMENSIONSTo allow space for ample walking space28""7OCM16""4OCM"
87333,https://m.media-amazon.com/images/I/613zAcL2jSL.jpg,825239,width,"78 in78"" Center HeightSleeps 10 PeopleR p RA * *4 % *R * *A R 4A R RR *R * *R * >X b X4 * 1# & RR * *2 * *R * >R % RFits 4 Queen SizeHzo BlockAir BedsTechnology"
87334,https://m.media-amazon.com/images/I/613zAcL2jSL.jpg,825239,height,"78 in78"" Center HeightSleeps 10 PeopleR p RA * *4 % *R * *A R 4A R RR *R * *R * >X b X4 * 1# & RR * *2 * *R * >R % RFits 4 Queen SizeHzo BlockAir BedsTechnology"
87335,https://m.media-amazon.com/images/I/613zAcL2jSL.jpg,825239,depth,"78 in78"" Center HeightSleeps 10 PeopleR p RA * *4 % *R * *A R 4A R RR *R * *R * >X b X4 * 1# & RR * *2 * *R * >R % RFits 4 Queen SizeHzo BlockAir BedsTechnology"
87336,https://m.media-amazon.com/images/I/613zCUlHYvL.jpg,470067,height,"Spout Reach7.50""Height15.70""Maximum Deck Thickness2.50""Deckplate Sold SeparatelyConnection Size53/8'1 Hole InstallationHOEN"
87337,https://m.media-amazon.com/images/I/613zCUlHYvL.jpg,470067,width,"Spout Reach7.50""Height15.70""Maximum Deck Thickness2.50""Deckplate Sold SeparatelyConnection Size53/8'1 Hole InstallationHOEN"
87338,https://m.media-amazon.com/images/I/613zGOYglgL.jpg,311997,height,"Note: All measurement may be with an error of < 0.5""65""Height638.58""12.2""13.4""24""27.5""10.4""20'16.53""7117.5""19.7""19.3""9.8""21.6""10.4""9.6""10.4""42.2"""
87339,https://m.media-amazon.com/images/I/613zItgpRpL.jpg,115666,height,"Unit inch= 22""-31.4""11.4""@339""72""17.9""78.7""15""4"
87340,https://m.media-amazon.com/images/I/613zJFKE8fL.jpg,932012,width,Size9Ocm x 150cmColourWalnut Wood GrainEffectMounting typeOutside Mount
87341,https://m.media-amazon.com/images/I/613zJFKE8fL.jpg,932012,depth,Size9Ocm x 150cmColourWalnut Wood GrainEffectMounting typeOutside Mount
87342,https://m.media-amazon.com/images/I/613zJlbSiiL.jpg,478357,height,"22""16""20"""
87343,https://m.media-amazon.com/images/I/613zLeIGnIL.jpg,849273,height,8g8148cm/18.9in8
87344,https://m.media-amazon.com/images/I/613zQscjtsL.jpg,494658,height,120 cm80 cm
87345,https://m.media-amazon.com/images/I/613zQscjtsL.jpg,494658,width,120 cm80 cm
87346,https://m.media-amazon.com/images/I/613zXjds2QL.jpg,558832,width,2OOPCSJl13.5cm/1.3in9cm/3.Sin
87347,https://m.media-amazon.com/images/I/613zXzZsR-L.jpg,549052,width,Packing Size: Approx 18 X 3 x 16cm / 7.1 x 1.2 X 6.3inMIN} MDUSE   6F MINISIZL360AUTOMATICDEMONSTRATION360HIGH SPEED/ LEFTINFRARED65QR3R MINISIZe1{2Giab161201/BACAWARDFORWARD ;RIGHTCOLORTWOROTATIONOPTIONunJivaTaiCCaUaIadaA7.1in18cm3cm1.2in
87348,https://m.media-amazon.com/images/I/613zZ41P3IL.jpg,140266,depth,HolderRemoteAstronaut ProjectorNEBULASTAR3USB Cable)Use s ManualUser's Manual4.7in~4.3in-
87349,https://m.media-amazon.com/images/I/613zZ41P3IL.jpg,140266,width,HolderRemoteAstronaut ProjectorNEBULASTAR3USB Cable)Use s ManualUser's Manual4.7in~4.3in-
87350,https://m.media-amazon.com/images/I/613zdCiNGpL.jpg,667819,width,2.59inch1.61inch
87351,https://m.media-amazon.com/images/I/613zdCiNGpL.jpg,667819,depth,2.59inch1.61inch
87352,https://m.media-amazon.com/images/I/613zdxaZjzL.jpg,913156,width,"g33.3in / 8,5cm"
87353,https://m.media-amazon.com/images/I/613zdxaZjzL.jpg,913156,depth,"g33.3in / 8,5cm"
87354,https://m.media-amazon.com/images/I/613ze9ldLaL.jpg,142748,height,"118.2'CZUTIONUmbrella base is6.70'NOT included !TO BUY BLUU UMBRELLA BASEBluuHdpe BaseBluuHdpe Base""BOONBJH9QH""O1""BO9QKJHNXH"""
87355,https://m.media-amazon.com/images/I/613zeH1T77L.jpg,488883,depth,"6Maximum30.7""WeightCapacityWhen it is folded220LBS3.14"" [7"
