index,image_link,group_id,entity_name,e
118480,https://m.media-amazon.com/images/I/71LXzHoq2QL.jpg,955292,item_weight,"RFcomsXtlIlmZNIENIHIRA=]SHENZHEN RFCOMS TECHNOLOGY CO.LTDConnector,Cable Testlead,Adapter;RF&MICROWAVE(25,6)SMA-JK6-2-2(25,6)Features:7,5Frequency: DC-6GHzAttenuation: 2dBInput Pwr:: ZwVSWR: 1.25(max); 1.15(typ.)Connector: SMA(M)SMA(F)Typical Performance DataElectrical SchematicFrequencyAttenuationVSWR(GHz)(dB)(1)0.11.721.01R211.821.0421.851.06MALERIR3FEMALE31.871.072.061.0852.181.0862.201.10TEL/Fax:+86-755-28908582PH:+86-13480725660E-Mail: luke@rfcoms.com"
118481,https://m.media-amazon.com/images/I/71LXzHoq2QL.jpg,955292,wattage,"RFcomsXtlIlmZNIENIHIRA=]SHENZHEN RFCOMS TECHNOLOGY CO.LTDConnector,Cable Testlead,Adapter;RF&MICROWAVE(25,6)SMA-JK6-2-2(25,6)Features:7,5Frequency: DC-6GHzAttenuation: 2dBInput Pwr:: ZwVSWR: 1.25(max); 1.15(typ.)Connector: SMA(M)SMA(F)Typical Performance DataElectrical SchematicFrequencyAttenuationVSWR(GHz)(dB)(1)0.11.721.01R211.821.0421.851.06MALERIR3FEMALE31.871.072.061.0852.181.0862.201.10TEL/Fax:+86-755-28908582PH:+86-13480725660E-Mail: luke@rfcoms.com"
118482,https://m.media-amazon.com/images/I/71LZ9R9dmNL.jpg,296366,item_weight,42V/2AOver:-ValtageOver-TempProtecikonProteciknOver CureniShort-CircuitProtecioonProlecionv6p09&408NCharger1TYz-420201~ion1Area1Hazardous881 Inside'INPUTICoverComponents !1eThis 5 Not Remove`Serviceable 11S FULL(€'MEANSMEANSCHINA99REDGREEN1MADE
118483,https://m.media-amazon.com/images/I/71LZIa9q2oL.jpg,360917,item_volume,"Bs;B16.11ThriveSkincarePo w eredTMRe g e n era t i V ePIa n t s""Energy Scrubdeeply cleans & exfoliatesfor revitalized appearancePGREDASES(annzREGcUa03.38 FL: OZ. (100 ML)by~GENERA,"
118484,https://m.media-amazon.com/images/I/71LZv+zVezL.jpg,866950,item_weight,ZefalZ CROSS XLUSER GUIDESYSTEM2[PS58Linear Pump System7Lock1I1UnlockPSIIlpSLAnClip mountingTechnical informationMtb182 9(7116 psi / 8 barTelescopicOILExperience - QualityInnovationwwWzefal.comFlip0
118485,https://m.media-amazon.com/images/I/71LaFHQihnL.jpg,749917,item_weight,"SPECIFICATIONS:JLBS-4oLBSGHT:1RISER?24""ALUMINUMALLOYRISER,ILFLIMBS,CENTER LINE1ADJUSTMENTLIMBS:BRACE HEICHT ABOUT : 8""(22CM-22.SCM)LFIBERGLASS AND BAMBOOLAMINATEMAX DEAW LENGTH : 31""(79CM)68-INCHVGTH:1Bow WEIGHT:1070CBRACE HEICHT:21.5-22.5CMRIcHT HANDED MEANS,YOUWILL HOLD THE ARCHERY BOWWITH YOUR LEFT HAND ANDDRAW WITH YOUR RIGHT HAND:"
118486,https://m.media-amazon.com/images/I/71Lb8K4+x4L.jpg,426261,item_weight,spinning reelweightballgear ratiobrake forceline capacity( # /m)(g/Ibs)bearings222g/0.5lbs14+15.0.120kg/44.1lbs2.0/120 3.0/100 4.0/80393.7ft328.1ft262.5ft1
118487,https://m.media-amazon.com/images/I/71LbNkfsSwL.jpg,701880,maximum_weight_recommendation,"16.5cm/6.5""829Portable&Ultra Light"
118488,https://m.media-amazon.com/images/I/71LbNkfsSwL.jpg,701880,item_weight,"16.5cm/6.5""829Portable&Ultra Light"
118489,https://m.media-amazon.com/images/I/71Lc40bzyjL.jpg,440553,item_weight,RescapeMulti PurposeAll in 1Challenging43 inDeck013 inL8 in(2WEIGHTCOLOR:BLACKGREEN28.7LBS8*13x 43*623c3-ewhenflat(1inches
