index,image_link,group_id,entity_name,e
29235,https://m.media-amazon.com/images/I/519HWjLRWwL.jpg,241608,depth,585mm11
29236,https://m.media-amazon.com/images/I/519HXM5mROL.jpg,347404,depth,E 510 InchEr0PlateEaEe8 Inch Dia3
29237,https://m.media-amazon.com/images/I/519HXM5mROL.jpg,347404,height,E 510 InchEr0PlateEaEe8 Inch Dia3
29238,https://m.media-amazon.com/images/I/519HXM5mROL.jpg,347404,width,E 510 InchEr0PlateEaEe8 Inch Dia3
29239,https://m.media-amazon.com/images/I/519HbTrIb5S.jpg,478357,depth,"39,5 cm (15.6283"
29240,https://m.media-amazon.com/images/I/519HbTrIb5S.jpg,478357,height,"39,5 cm (15.6283"
29241,https://m.media-amazon.com/images/I/519HlKJAGmL.jpg,827377,width,Mini & Portable175MM75MM
29242,https://m.media-amazon.com/images/I/519HqTQxPKS.jpg,970563,height,66mm/2.6in6 1mm/2.4in50cm/19.Zin22++33x22mm/1.3x0.9in30x20mm/1.2x0.8in22mm/o.9in+3Omm/1.2in
29243,https://m.media-amazon.com/images/I/519HxcKdD5L.jpg,776058,height,PRODUCT SIZE8 Inch15.9 Inch5.9
29244,https://m.media-amazon.com/images/I/519Hzmq4uhL.jpg,945489,depth,Sml81mmU714mm
29245,https://m.media-amazon.com/images/I/519Hzmq4uhL.jpg,945489,height,Sml81mmU714mm
29246,https://m.media-amazon.com/images/I/519Hzmq4uhL.jpg,945489,width,Sml81mmU714mm
29247,https://m.media-amazon.com/images/I/519I21VEaNL.jpg,208023,width,"76""0.8""/2cm15cm"
29248,https://m.media-amazon.com/images/I/519I6O2cRxL.jpg,836556,height,1OOmmSmm21mm
29249,https://m.media-amazon.com/images/I/519IF6VFPFL.jpg,459271,maximum_weight_recommendation,"Material: AluminumWeight Capacity: 150kg(330 Ibs)ExpandedFoldingWeightWidth| Package DimensionsHeightHeight4.6m1O1m10.8kg48cm101xS0x1Ocm15.1ft3.3f23.8 bs19 in4Ox2Ox4inSm1,04m121kg48cm104*53x12cm16.4ft3.4ft26.7 Ibs19in41x21x5in5.Am08m13.Skg48cm108*53x12cm17.7ft3.Sft29.8 Ibs19 in43x21xSin5.8m1.T1m14.1kg48cm111x53x12cm1963.6ft31.1 Ibs19 in44x21xSin6 Zm1.14m15.Skg48cm114x53x12cm20.3ft3.7ft34.2 Ibs19in4Sx21xSin6.6m1.16m17.Skg48cm116*48x1Ocm21.7f3.8ft38.6 Ibs19in46x19x4in7m1.19m19.2kg48cm119x48x1Ocm23ft3.9ft42.3 Ibs19 in47x19x4in8m1,.25m22.2kg48cm125x48x1Ocm26.26t4.1ft48.9 Ibs19 in49x19xdin"
29250,https://m.media-amazon.com/images/I/519IGNSno0L.jpg,524117,width,1.0 inch3.3 inch1.58inch1{70.4inch1.3 inch
29251,https://m.media-amazon.com/images/I/519IWzm99vS.jpg,292475,height,M4cmi18cm
29252,https://m.media-amazon.com/images/I/519IWzm99vS.jpg,292475,depth,M4cmi18cm
29253,https://m.media-amazon.com/images/I/519InypDePL.jpg,478357,height,"Large coffee table39.3""23.6""15.7""4.9"""
29254,https://m.media-amazon.com/images/I/519ItmdIbuS.jpg,375438,depth,Capacity =1L2C)83.9 in
29255,https://m.media-amazon.com/images/I/519ItmdIbuS.jpg,375438,width,Capacity =1L2C)83.9 in
29256,https://m.media-amazon.com/images/I/519IvCyioCL.jpg,478357,height,"25.02""18.12""18.12"""
29257,https://m.media-amazon.com/images/I/519J0wOk0OL.jpg,611510,height,884ocm61cm
29258,https://m.media-amazon.com/images/I/519JDGWY2pL.jpg,864320,height,"ProductDimensions33.124""69.7""37.8"""
29259,https://m.media-amazon.com/images/I/519JL-Cc7UL.jpg,966823,depth,SseTTcm3
29260,https://m.media-amazon.com/images/I/519JL-Cc7UL.jpg,966823,width,SseTTcm3
29261,https://m.media-amazon.com/images/I/519JVptaECL.jpg,594224,depth,2.75 in / 7 cm8.26 in / 21 cm
29262,https://m.media-amazon.com/images/I/519JVptaECL.jpg,594224,height,2.75 in / 7 cm8.26 in / 21 cm
29263,https://m.media-amazon.com/images/I/519JXeTkFAL.jpg,453674,width,30cm/11.8in19cm/7.48in7.Scm2.95in
29264,https://m.media-amazon.com/images/I/519JZSWtkJL.jpg,362818,height,LunchDimension8 inch5.5 inchBag93inch
29265,https://m.media-amazon.com/images/I/519JdMA6MlL.jpg,261553,depth,130cm/11.8in
29266,https://m.media-amazon.com/images/I/519JdMA6MlL.jpg,261553,width,130cm/11.8in
29267,https://m.media-amazon.com/images/I/519Jo4sBCxS.jpg,681445,width,30(11.81in)19(7.48in)1414.5(5.51in)(5.70in)
29268,https://m.media-amazon.com/images/I/519JqMRIqpS.jpg,237000,height,48 cm245 cm59 cm
29269,https://m.media-amazon.com/images/I/519JqMRIqpS.jpg,237000,depth,48 cm245 cm59 cm
29270,https://m.media-amazon.com/images/I/519JvLWTvML.jpg,149159,height,322.5 cm9 cm
29271,https://m.media-amazon.com/images/I/519JwC7z8CL.jpg,750220,item_weight,SStMURLORGANCHEY HEY BOROGiQuEsEtcetDEACMFDoiko0237727portioAcRR3WB8ELLes
29272,https://m.media-amazon.com/images/I/519K6lDZ1oL.jpg,916768,height,2 inclv0inclvinclv
29273,https://m.media-amazon.com/images/I/519KMRzS34L.jpg,478357,depth,"60 cm (23.6""18"
29274,https://m.media-amazon.com/images/I/519KMRzS34L.jpg,478357,height,"60 cm (23.6""18"
29275,https://m.media-amazon.com/images/I/519KOE6JewL.jpg,683885,height,"3*#E : IcmRt : ""J22m0 : #J01J5"
29276,https://m.media-amazon.com/images/I/519KOE6JewL.jpg,683885,depth,"3*#E : IcmRt : ""J22m0 : #J01J5"
29277,https://m.media-amazon.com/images/I/519KOE6JewL.jpg,683885,width,"3*#E : IcmRt : ""J22m0 : #J01J5"
29278,https://m.media-amazon.com/images/I/519Kc6pU47L.jpg,675680,height,"43.3""(11Ocm)36""(92cm)48"" (1122cm)"
29279,https://m.media-amazon.com/images/I/519KdMmoP6L.jpg,846116,width,3111381I{1
29280,https://m.media-amazon.com/images/I/519KdMmoP6L.jpg,846116,depth,3111381I{1
29281,https://m.media-amazon.com/images/I/519Kr8LObzL.jpg,521308,height,45 cm83 cm41 cm191 cm95 cm
29282,https://m.media-amazon.com/images/I/519KxaPB9GL.jpg,721542,width,65cm9ocm167cm22cm30Ocm300cm3*3M Top Cover Replacement
29283,https://m.media-amazon.com/images/I/519L2akV8+L.jpg,416664,width,018 cm8013 cm
29284,https://m.media-amazon.com/images/I/519L4A45emL.jpg,486636,item_weight,"PROFESSIONAL 7 INCH SANTOKU KNIFEKONOLL""KONOLL PROFESSIONAL CHEFS KNIFEGOOD CORROSIORESISTANCEWanmICROBIALEiSy CLEANECO FRIENDLY AND HEALTHY"
29285,https://m.media-amazon.com/images/I/519LCfrnEmL.jpg,311997,height,"5'5""79""9"
29286,https://m.media-amazon.com/images/I/519LOpL+ioL.jpg,681445,height,"IdealSize11""/28cm9.84""/ 25cm8.66""/ 22cm31.5""1 8Ocm23.6""[ 6Ocm15.75""40cm11""/ 28cm9.84""/ 25cm8.66""/ 22cm"
29287,https://m.media-amazon.com/images/I/519LQmASRgL.jpg,441875,width,Single Dose Hopper Capacity110g/3.8802GIFTCoffee Grinder Cleaning BrushIPC7.8cm/3in}557cm/2.Tin
29288,https://m.media-amazon.com/images/I/519LeUIX0VL.jpg,494658,depth,"Item firmnessdescriptionFirmFabric TypeUpholstery FoamSize24"" X72""Fill materialFoam, Memory Foam"
29289,https://m.media-amazon.com/images/I/519LeUIX0VL.jpg,494658,width,"Item firmnessdescriptionFirmFabric TypeUpholstery FoamSize24"" X72""Fill materialFoam, Memory Foam"
29290,https://m.media-amazon.com/images/I/519LgarFh7L.jpg,952470,height,"9)9 1/29913 1/28 1/2"""
29291,https://m.media-amazon.com/images/I/519LkMSp29L.jpg,173193,depth,"88mm /3.5""45mm / 1.8"""
29292,https://m.media-amazon.com/images/I/519LkMSp29L.jpg,173193,height,"88mm /3.5""45mm / 1.8"""
29293,https://m.media-amazon.com/images/I/519LkMSp29L.jpg,173193,width,"88mm /3.5""45mm / 1.8"""
29294,https://m.media-amazon.com/images/I/519Lo7jGEEL.jpg,258617,depth,SIZE16MM58MM27MM
29295,https://m.media-amazon.com/images/I/519Lo7jGEEL.jpg,258617,width,SIZE16MM58MM27MM
29296,https://m.media-amazon.com/images/I/519LtTl4LKL.jpg,932289,depth,"69""L43""W{"
29297,https://m.media-amazon.com/images/I/519LxJwDFJL.jpg,816018,item_weight,"orup InBAG Value curE CaFSAc EIApr DE Hafilhund Ubus dE ValytCounteract""Balancing tho whools ol transportationtruck SERVICEMorb Bays Expertse SolutiotsAutomaticTire BalancingCu PLETEIssemblt WauwcNGEquilibrageautomatique des pneus1202340 8wwW counteractbalancing com"
29298,https://m.media-amazon.com/images/I/519M9kZIJML.jpg,810266,depth,"3.5""18-ounce16-ounce4.25""Smooth RimsShatter-proof(Acrylic Materials ReusableSuperior clarity"
